world,world_title,entry_role,english_gloss,saulteau_source_form,source_category,firstvoices_entry_url,related_image_available,source_acknowledgement
7,"People, Seasons and Teachings",land/season,Nestling,ākosimowin,Landscape,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/3fb5278c-f852-410c-8ee6-0d8dde875feb,no,Source: Amy Ann Gauthier
7,"People, Seasons and Teachings",object,third day,Nīsto kīsikaw,Time,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/396a4edf-5ecc-4f2b-8025-bb506565991d,no,Source: Amy Ann Gauthier
7,"People, Seasons and Teachings",object,Saturday,Nikotwāsi kīsikāw,Speech And Language,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/b7086a1f-ab0d-4502-8626-89edf3e390ce,no,Source: Amy Ann Gauthier
7,"People, Seasons and Teachings",teaching card,something useful,apacihcikan,Tools/Implements,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/c18c8f36-fe59-40d5-a867-b3b4a2147b65,yes,Source: Amy Ann Gauthier
7,"People, Seasons and Teachings",teaching card,small chores,acoskewinisa,Transportation,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/a3eba9ca-b417-40e8-83a2-c41f4bc9a2f2,yes,Source: Amy Ann Gauthier
7,"People, Seasons and Teachings",teaching card,in one place; in one location,pēyakwayak,Place/Location,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/bd2ccd19-52aa-4850-bf2d-7f5351e00c5e,yes,Source: Terry Badine
7,"People, Seasons and Teachings",teaching card,flowing rapidly,Kiskēciwān,Place/Location,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/1939000e-2fb8-4520-9017-339ac4f154a3,yes,Source: Judy Cameron
7,"People, Seasons and Teachings",teaching card,"covers (for something,could be for pots)",akwanahikana,Tools/Implements,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/7b8ed914-a1b9-460c-8892-d7da4abb0ff2,yes,Source: Amy Ann Gauthier
7,"People, Seasons and Teachings",teaching card,an act of doing something not good /violence,Macātisēwin,Kinship Terms,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/cc7c1aee-0f00-4bbb-aea9-e204a46cf659,yes,Source: Judy Cameron
7,"People, Seasons and Teachings",teaching card,The act of wringing out liquid from a cloth (or clothes),sēnikēwin,Clothing,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/c76cff16-a742-4e37-9f87-2ac90d9e4f3a,yes,Source: Judy Cameron
7,"People, Seasons and Teachings",teaching card,The act of wearing new clothes,Ōskēsēhōwin,Clothing,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/7f010f26-c35f-4bed-982c-a493c7e0739b,yes,Source: Judy Cameron
7,"People, Seasons and Teachings",teaching card,The act of sewing.,kaskikwāsowin,Buildings,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/60ed6c70-dd2b-42ac-951b-6d93fdd88100,yes,Source: Amy Ann Gauthier
7,"People, Seasons and Teachings",teaching card,"An act of bindings, the act of makingbundles.",asahpicēkēwin,Natural Resources,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/bf9569bf-0147-4fed-8a10-99718a413901,yes,Source: Amy Ann Gauthier
7,"People, Seasons and Teachings",teaching card,A weaver,ōtāpihkēw,Making Cultural Objects,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/1378999a-099b-48d9-b76f-dc12a981bfdc,yes,Source: Judy Cameron
7,"People, Seasons and Teachings",teaching card,"A promise, a vow.",asotamowin,Kinship Terms,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/a6f43085-ff59-4792-9520-49db89f1c5cd,yes,Source: Amy Ann Gauthier
7,"People, Seasons and Teachings",teaching card,the number twelve,Nēsosāp,Numbers,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/30d1fd7e-843e-4b63-a86f-86d701eb09d0,yes,Source: Judy Cameron
7,"People, Seasons and Teachings",teaching card,something,kēkway,Human Things/Activities,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/c3afa977-f59b-434f-8040-e1f7ee154914,yes,Source: Terry Badine
7,"People, Seasons and Teachings",teaching card,number ten,Mitātaht,Numbers,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/93eb2bf3-14de-4eda-aef3-93ab875063b4,yes,Source: Judy Cameron
7,"People, Seasons and Teachings",teaching card,a waver,Owāstāhikēw,Motion,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/481b5770-8d0b-4097-a2ca-9abc299b132f,yes,Source: Judy Cameron
7,"People, Seasons and Teachings",teaching card,Work or working.,Atoskēwin,Employment/Work,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/fea3460b-f2b2-4ab0-9e73-d041df583b73,yes,Source: Judy Cameron
7,"People, Seasons and Teachings",teaching card,Wit and humour,Wēyatwēwin,Thinking/Feeling,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/ed5826a4-9dc0-4051-a5ed-d96d6f7c4efb,yes,Source: Judy Cameron
7,"People, Seasons and Teachings",teaching card,The state of being strong or having inner strength,Sōhktisiwin,States,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/f18a88a4-a7ff-40a9-b0bd-caf245ea4412,yes,Source: Judy Cameron
7,"People, Seasons and Teachings",teaching card,The state of being dispirited or tired,Nēstwāyāwin,Bodily Afflictions/Health,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/f51e8e22-03a1-40e0-b6ea-4163f9aef06d,yes,Source: Judy Cameron
7,"People, Seasons and Teachings",teaching card,The numeral - number two,Nēso,Numbers,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/982a68f6-d2d9-4563-a8e4-cc0984f51206,yes,Source: Judy Cameron
7,"People, Seasons and Teachings",teaching card,The numeral - number three,Nisto,Numbers,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/fbe47f5a-6461-4d5f-b063-c2034cb26746,yes,Source: Judy Cameron
7,"People, Seasons and Teachings",teaching card,The numeral - number one,Pēyak,Numbers,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/f70e5c6a-efdd-4aba-91f3-8a13909fc9f0,yes,Source: Judy Cameron
7,"People, Seasons and Teachings",teaching card,The number twenty,Nēstānaw,Numbers,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/b75eedc3-95b3-47dc-9b3d-5beade25c6be,yes,Source: Judy Cameron
7,"People, Seasons and Teachings",teaching card,The number thirteen,Nistosāp,Numbers,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/2098b176-645a-408f-a2bc-b6621b112173,yes,Source: Judy Cameron
7,"People, Seasons and Teachings",teaching card,The number sixteen,Nikotwāsi’sāp,Numbers,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/8076aed8-5972-479f-8635-29ca42487758,yes,Source: Judy Cameron
7,"People, Seasons and Teachings",teaching card,The number six,Nikotwāsik,Numbers,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/77121796-d45e-4149-8cf1-1e59bc639d82,yes,Source: Judy Cameron
7,"People, Seasons and Teachings",teaching card,The number seventeen,Tēpakohpōsāp,Numbers,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/df3e2d3f-66ae-4629-8efe-593cf1ef0fe9,yes,Source: Judy Cameron
7,"People, Seasons and Teachings",teaching card,The number nine,Kēkā -mitātaht,Numbers,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/453bb69d-b4ec-48ad-9458-af5152832730,yes,Source: Judy Cameron
7,"People, Seasons and Teachings",teaching card,The number four,Nēwo,Numbers,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/86d161bb-743a-47ce-a200-8bcd94eb3624,yes,Source: Judy Cameron
7,"People, Seasons and Teachings",teaching card,The number five (5),Ayinānēw,Numbers,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/ce4177a7-5482-47fc-b228-83b1eb2134a8,yes,Source: Judy Cameron
7,"People, Seasons and Teachings",teaching card,The number eleven,Pēyakosāp,Numbers,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/3083c21b-14e0-4700-aa3e-162669155998,yes,Source: Judy Cameron
7,"People, Seasons and Teachings",teaching card,The number eighteen,Ayinānēwosāp,Numbers,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/ab330e6b-080c-4a67-8d1d-72cffe126871,yes,Source: Judy Cameron
7,"People, Seasons and Teachings",teaching card,The act of writing,masinahikēwin,Activities,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/2008096f-7bd5-4515-8a57-90c63a7fa844,yes,Source: Judy Cameron
7,"People, Seasons and Teachings",teaching card,The act of wiping or washing your hands,Kasēcihceēwin,Activities,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/a702fb28-eeca-427b-9e19-c2ac309d8247,yes,Source: Judy Cameron
7,"People, Seasons and Teachings",teaching card,The act of waving one’s hand,Wāstāhikēwin,Motion,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/e31c94d8-5a3e-4be5-84c7-aee7a4b6c242,yes,Source: Judy Cameron
7,"People, Seasons and Teachings",teaching card,The act of warmnig up,Āwasōwin,States,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/5a4feedb-5f9b-49db-a8f4-bb21fd6f6d27,yes,Source: Judy Cameron
7,"People, Seasons and Teachings",teaching card,The act of waiting or a waiting place - room,Pēhowin,Time,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/142ad43e-e2e0-4d20-a5fe-4bf5ddbcf875,yes,Source: Judy Cameron
7,"People, Seasons and Teachings",teaching card,The act of speaking English,akayāsemōwin,Speech And Language,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/bc1e9c39-079d-4afc-8605-86a859012d04,yes,Source: Amy Ann Gauthier
7,"People, Seasons and Teachings",teaching card,The act of sneezing,cahcāmōwin,Bodily Afflictions/Health,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/fe996641-fa7d-4d3d-9f70-675809e3c144,yes,Source: Amy Ann Gauthier
7,"People, Seasons and Teachings",teaching card,The act of sitting quietly and not moving.,kāmwātapiwin,States,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/024d3c00-097e-4309-8d9b-6027d2aa0668,yes,Source: Amy Ann Gauthier
7,"People, Seasons and Teachings",teaching card,The act of singing or a song,Nīkāmōwin,Human Things/Activities,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/a22376ea-e098-40d1-bea2-169d3ab261a4,yes,Source: Judy Cameron
7,"People, Seasons and Teachings",teaching card,The act of praying or worshipping.,Ayamihāwin,Activities,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/e0bfe9e0-4fe8-4dd4-829b-49bee5304910,yes,Source: Judy Cameron
7,"People, Seasons and Teachings",teaching card,The act of placating.,kākēcihiwēwina,Human Relations,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/eedcda01-d386-4916-9728-0f884c147048,yes,Source: Amy Ann Gauthier
7,"People, Seasons and Teachings",teaching card,The act of keeping anf guarding a house.,kanwapokēwin,Human Things/Activities,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/2dcac729-5544-457b-9704-8da0f6137041,yes,Source: Amy Ann Gauthier
7,"People, Seasons and Teachings",teaching card,The act of keeping and guarding a house.,kanawapokewin,Speech And Language,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/eccc5dcf-ddca-4d34-a73b-d886fc8eecc1,yes,Source: Amy Ann Gauthier
7,"People, Seasons and Teachings",teaching card,The act of hurrying.,kakwēyāhiwin,Speech And Language,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/9db58464-7f32-4ab3-9021-4bf47b3d04f9,yes,Source: Amy Ann Gauthier
7,"People, Seasons and Teachings",teaching card,The act of hurrying,kakwēyāhōwin,Motion,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/21cd0f33-1f26-4b81-a636-b55abcb632d5,yes,Source: Amy Ann Gauthier
7,"People, Seasons and Teachings",teaching card,The act of doing something deceitful.,kayesowina,Speech And Language,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/ab4248b2-e5b3-4553-b7f1-f831b9957022,yes,Source: Amy Ann Gauthier
7,"People, Seasons and Teachings",teaching card,"The act of doing something crooked, deceitful.",kayēsowin,Human Things/Activities,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/6c9727f5-757c-40a4-8326-64854e047548,yes,Source: Amy Ann Gauthier
7,"People, Seasons and Teachings",teaching card,The act of cutting oneself.,Mansosowin,Motion,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/b9beabcc-0d35-4234-8104-5184de60d700,yes,Source: Judy Cameron
